date,txVolume_USD,txCount,marketcap_USD,price_USD,exchangeVolume_USD,generatedCoins,fees
16-11-17,262008215.2,7453,3264810000,418.18,97321300,1999.63831,5.50311731
17-11-17,305602007,7507,3235510000,424.98,95099300,1967.211743,4.02803349
18-11-17,516436699.5,7377,3265280000,454.74,145255000,1974.417647,5.57786249
19-11-17,1627306294,6590,3504790000,442.31,82954600,1985.226502,4.38609305
20-11-17,145512448.3,7343,3403030000,486.54,104701000,1970.814695,5.61116597
21-11-17,220958059.1,10183,3852180000,494.21,245163000,1978.020599,6.63384935
22-11-17,289961123.6,11872,3810980000,578.85,381958000,1970.814695,7.94969695
23-11-17,137737805.1,9608,4447480000,566.68,173698000,2006.844214,6.01074344
24-11-17,90666652.65,8034,4349120000,566.63,129105000,1956.402887,6.73290305
25-11-17,145333104.1,9599,4370400000,643.57,242807000,1963.608791,6.04006742
26-11-17,105305477,8533,4945950000,621.62,145500000,1999.63831,5.96576625
27-11-17,202882969.5,10045,4790590000,632.3,134862000,1970.814695,6.71397039
28-11-17,109054416.3,9420,4878960000,626.42,149795000,1960.005839,5.92482159
29-11-17,479389832.1,14508,4832510000,677.39,415879000,1988.829454,8.95645088
30-11-17,332929651.8,15686,5257210000,786.93,498872000,1967.211743,9.12849524
01-12-17,297962272,12442,6079550000,797.53,286044000,1985.226502,7.88239271
02-12-17,147561194.5,10127,6161690000,778.43,188147000,1974.417647,6.8108548
03-12-17,172613053.2,11218,6015560000,768.88,192447000,7419.978343,6.89436936
04-12-17,123292097.7,10548,5957860000,774.01,152281000,1967.211743,6.45050262
05-12-17,193708808,10939,5991370000,756.36,201103000,1981.623551,7.41262135
06-12-17,279073505.7,15118,5848270000,700.07,249073000,1988.829454,7.81661985
07-12-17,164445159.3,14604,5416260000,697.9,249305000,1960.005839,7.23784748
08-12-17,278148991.1,13591,5423040000,726.67,288291000,1996.035358,7.84481781
09-12-17,183569959.4,9757,5633100000,723.61,211738000,1970.814695,6.33365007
10-12-17,166797124.5,7985,5600430000,688.67,190183000,1974.417647,4.00192274
11-12-17,119419238.7,9867,5333190000,765.4,184131000,1974.417647,9.07241771
12-12-17,203748966.2,13688,5934340000,932.03,370539000,1988.829454,10.36130879
